Date,Description,Amount,Transaction Type,Category,Account Name
2019-10-18,State Farm,73.98714126728596,debit,Auto Insurance,Checking
2019-10-21,Credit Card Payment,536.3952739135017,credit,Credit Card Payment,Platinum Card
2019-10-22,BP,34.46307275320913,debit,Gas & Fuel,Platinum Card
2019-10-22,Credit Card Payment,349.78166515563356,credit,Credit Card Payment,Silver Card
2019-10-22,Credit Card Payment,351.291342863561,debit,Credit Card Payment,Checking
2019-10-23,Grocery Store,7.824385541980102,debit,Groceries,Platinum Card
2019-10-25,Internet Service Provider,76.26775042096611,debit,Internet,Checking
2019-10-25,Amazon,29.176627487739633,debit,Shopping,Platinum Card
2019-10-26,Biweekly Paycheck,1989.111810186417,credit,Paycheck,Checking
2019-10-27,American Tavern,24.566102219330634,debit,Restaurants,Silver Card
2019-10-28,Seafood Restaurant,14.62566450313583,debit,Food & Dining,Platinum Card
2019-10-28,Brewing Company,12.755104545214495,debit,Alcohol & Bars,Platinum Card
2019-10-28,Italian Restaurant,53.059450005627475,debit,Restaurants,Platinum Card
2019-10-28,Grocery Store,94.63602832238642,debit,Groceries,Platinum Card
2019-10-31,Grocery Store,5.581144892645388,debit,Groceries,Platinum Card
2019-11-01,Amazon,13.262552456683565,debit,Shopping,Platinum Card
2019-11-02,Credit Card Payment,271.01269623375055,credit,Credit Card Payment,Platinum Card
2019-11-02,Credit Card Payment,264.70484347035875,debit,Credit Card Payment,Checking
2019-11-02,Mortgage Payment,1213.5501870010116,debit,Mortgage & Rent,Checking
2019-11-03,Pizza Place,23.05101089330617,debit,Fast Food,Platinum Card
2019-11-04,Netflix,11.525134019303675,debit,Movies & DVDs,Platinum Card
2019-11-05,Shell,35.601757170815475,debit,Gas & Fuel,Platinum Card
2019-11-06,Gas Company,30.452522266958802,debit,Utilities,Checking
2019-11-06,Amazon,55.545450778088515,debit,Shopping,Platinum Card
2019-11-08,Grocery Store,5.732749550263109,debit,Groceries,Platinum Card
2019-11-09,Biweekly Paycheck,2005.311295905607,credit,Paycheck,Checking
2019-11-09,Spotify,10.934418131535926,debit,Music,Platinum Card
2019-11-10,Food Truck,24.748649153629323,debit,Groceries,Platinum Card
2019-11-10,Brewing Company,26.269590202898414,debit,Alcohol & Bars,Platinum Card
2019-11-10,Chick-Fil-A,14.546077233945379,debit,Fast Food,Platinum Card
2019-11-12,Grocery Store,10.159218518549967,debit,Groceries,Platinum Card
2019-11-12,American Tavern,22.80535115813215,debit,Restaurants,Silver Card
2019-11-13,Grocery Store,4.640315618365575,debit,Groceries,Platinum Card
2019-11-13,Grocery Store,37.603689541225776,debit,Groceries,Platinum Card
2019-11-13,Grocery Store,9.802616475320828,debit,Groceries,Platinum Card
2019-11-13,Phone Company,91.58915681677442,debit,Mobile Phone,Checking
2019-11-14,Power Company,59.74908692383389,debit,Utilities,Checking
2019-11-16,City Water Charges,35.84732067524694,debit,Utilities,Checking
2019-11-17,Greek Restaurant,23.737424167311616,debit,Restaurants,Platinum Card
2019-11-17,Hardware Store,6.589930647677597,debit,Home Improvement,Platinum Card
2019-11-17,Brewing Company,21.49823232454782,debit,Alcohol & Bars,Platinum Card
2019-11-17,Hardware Store,15.649883411073686,debit,Home Improvement,Platinum Card
2019-11-19,QuikTrip,30.13803824193334,debit,Gas & Fuel,Silver Card
2019-11-19,Brewing Company,19.86171681618528,debit,Alcohol & Bars,Silver Card
2019-11-19,Hardware Store,10.203504176658175,debit,Home Improvement,Silver Card
2019-11-20,Credit Card Payment,413.66659867289235,credit,Credit Card Payment,Platinum Card
2019-11-20,State Farm,74.82818213919532,debit,Auto Insurance,Checking
2019-11-21,Grocery Store,5.635265661931148,debit,Groceries,Silver Card
2019-11-21,Hardware Store,38.849179019239834,debit,Home Improvement,Platinum Card
2019-11-23,Biweekly Paycheck,2028.1346258225167,credit,Paycheck,Checking
2019-11-26,American Tavern,16.76800439432609,debit,Alcohol & Bars,Silver Card
2019-11-26,Internet Service Provider,75.11322264072426,debit,Internet,Checking
2019-11-27,American Tavern,28.501248416032322,debit,Restaurants,Silver Card
2019-11-27,Movie Theater,16.705752585542662,debit,Movies & DVDs,Silver Card
2019-11-29,Credit Card Payment,581.1183856150589,credit,Credit Card Payment,Silver Card
2019-11-29,Credit Card Payment,747.7230096709243,credit,Credit Card Payment,Platinum Card
2019-11-30,Credit Card Payment,570.4054762939469,debit,Credit Card Payment,Checking
2019-11-30,Grocery Store,6.209829920772158,debit,Groceries,Silver Card
2019-12-01,Grocery Store,5.598194349991393,debit,Groceries,Silver Card
2019-12-01,Brunch Restaurant,7.971536058156639,debit,Restaurants,Silver Card
2019-12-01,Amazon,13.351818299761538,debit,Shopping,Platinum Card
2019-12-03,Mortgage Payment,1204.3256837506876,debit,Mortgage & Rent,Checking
2019-12-03,BP,30.895148527608715,debit,Gas & Fuel,Silver Card
2019-12-03,Grocery Store,148.15961031231424,debit,Groceries,Silver Card
2019-12-04,Latin Restaurant,21.271477635612825,debit,Fast Food,Platinum Card
2019-12-04,Netflix,11.913670326047438,debit,Movies & DVDs,Platinum Card
2019-12-04,Starbucks,3.0152005591740294,debit,Coffee Shops,Silver Card
2019-12-06,Grocery Store,21.611043621484104,debit,Groceries,Platinum Card
2019-12-06,Grocery Store,13.506710803024722,debit,Groceries,Platinum Card
2019-12-06,Gas Company,39.90232003269419,debit,Utilities,Checking
2019-12-07,Barbershop,30.2186370974007,debit,Haircut,Platinum Card
2019-12-07,Biweekly Paycheck,2001.3847225589188,credit,Paycheck,Checking
2019-12-08,Grocery Store,12.66755751142836,debit,Groceries,Platinum Card
2019-12-09,Spotify,10.630602692206082,debit,Music,Platinum Card
2019-12-11,Brunch Restaurant,10.25873207514219,debit,Restaurants,Platinum Card
2019-12-12,Phone Company,91.01172224015549,debit,Mobile Phone,Checking
2019-12-13,Thai Restaurant,26.947115099412176,debit,Restaurants,Silver Card
2019-12-14,Hardware Store,16.918216741025333,debit,Home Improvement,Silver Card
2019-12-14,Grocery Store,21.25379947815846,debit,Groceries,Silver Card
2019-12-14,Power Company,59.274556643632614,debit,Utilities,Checking
2019-12-17,American Tavern,62.80596879436433,debit,Food & Dining,Silver Card
2019-12-17,BP,20.76036116962443,debit,Gas & Fuel,Silver Card
2019-12-17,City Water Charges,35.193891352046194,debit,Utilities,Checking
2019-12-18,Starbucks,2.9863399959525196,debit,Coffee Shops,Silver Card
2019-12-18,Credit Card Payment,310.0999706775649,credit,Credit Card Payment,Platinum Card
2019-12-18,Credit Card Payment,317.94152554727066,debit,Credit Card Payment,Checking
2019-12-18,Fancy Restaurant,55.076808797561334,debit,Restaurants,Silver Card
2019-12-18,Amazon,50.102039994463325,debit,Shopping,Platinum Card
2019-12-18,Amazon,40.33095929754252,debit,Shopping,Platinum Card
2019-12-18,Amazon,23.11327017986142,debit,Shopping,Platinum Card
2019-12-19,Amazon,42.94428531315298,debit,Shopping,Platinum Card
2019-12-19,State Farm,75.46455487543467,debit,Auto Insurance,Checking
2019-12-20,Credit Card Payment,480.6363510484988,credit,Credit Card Payment,Silver Card
2019-12-20,Shell,30.294245143088062,debit,Gas & Fuel,Silver Card
2019-12-21,Biweekly Paycheck,2028.721731901191,credit,Paycheck,Checking
2019-12-21,Credit Card Payment,470.59809710972263,debit,Credit Card Payment,Checking
2019-12-22,New York Deli,21.17708876749923,debit,Fast Food,Platinum Card
2019-12-22,Hardware Store,21.794282660885802,debit,Home Improvement,Platinum Card
2019-12-23,Hardware Store,28.047932535907567,debit,Home Improvement,Platinum Card
2019-12-24,Hardware Store,39.00593990892449,debit,Home Improvement,Platinum Card
2019-12-26,Shell,32.2008520717841,debit,Gas & Fuel,Platinum Card
2019-12-26,Amazon,45.67033333170546,debit,Shopping,Platinum Card
2019-12-26,Internet Service Provider,76.2664522548387,debit,Internet,Checking
2019-12-26,Shell,7.421119352962977,debit,Gas & Fuel,Platinum Card
2019-12-26,Chick-Fil-A,57.468108726418706,debit,Fast Food,Platinum Card
2019-12-28,Brewing Company,11.92584841773521,debit,Alcohol & Bars,Silver Card
2019-12-29,Brewing Company,13.640697288052584,debit,Alcohol & Bars,Silver Card
2019-12-29,Credit Card Payment,855.2206071262087,credit,Credit Card Payment,Platinum Card
2019-12-29,Grocery Store,55.7264099380409,debit,Groceries,Silver Card
2020-01-01,Amazon,10.785093797584944,debit,Shopping,Platinum Card
2020-01-01,Amazon,13.42983042290498,debit,Shopping,Platinum Card
2020-01-02,Thai Restaurant,24.46558055694088,debit,Restaurants,Silver Card
2020-01-02,Mortgage Payment,1221.725969915761,debit,Mortgage & Rent,Checking
2020-01-02,Credit Card Payment,510.57545711389184,debit,Credit Card Payment,Checking
2020-01-03,Credit Card Payment,2279.5055290385085,credit,Credit Card Payment,Platinum Card
2020-01-03,Mortgage Payment,1106.8857864160848,debit,Mortgage & Rent,Checking
2020-01-03,Amazon,41.32305315211864,debit,Shopping,Platinum Card
2020-01-04,Netflix,11.876526702878747,debit,Movies & DVDs,Platinum Card
2020-01-04,Biweekly Paycheck,1985.6552512264982,credit,Paycheck,Checking
2020-01-05,American Tavern,25.90896686385129,debit,Restaurants,Silver Card
2020-01-05,American Tavern,23.962044001698523,debit,Restaurants,Platinum Card
2020-01-06,Hardware Store,17.96512813105285,debit,Home Improvement,Silver Card
2020-01-08,Hardware Store,15.37305886328986,debit,Home Improvement,Silver Card
2020-01-08,Gas Company,45.052004660700774,debit,Utilities,Checking
2020-01-08,Gas Company,44.02417773146282,debit,Utilities,Checking
2020-01-09,Spotify,10.950664366878115,debit,Music,Platinum Card
2020-01-09,Credit Card Payment,493.15510519986543,debit,Credit Card Payment,Checking
2020-01-09,Credit Card Payment,486.1930188787462,credit,Credit Card Payment,Platinum Card
2020-01-09,Credit Card Payment,287.79478178226486,debit,Credit Card Payment,Checking
2020-01-09,Spotify,10.690848252656128,debit,Music,Platinum Card
2020-01-10,Phone Company,88.9727862609451,debit,Mobile Phone,Checking
2020-01-10,Grocery Store,59.36392580789913,debit,Groceries,Silver Card
2020-01-10,Phone Company,67.43060897382179,debit,Mobile Phone,Checking
2020-01-10,Barbershop,31.01774174322389,debit,Haircut,Silver Card
2020-01-11,Grocery Store,43.082553308596026,debit,Groceries,Platinum Card
2020-01-11,Shell,33.747020865409986,debit,Gas & Fuel,Platinum Card
2020-01-12,Biweekly Paycheck,2050.781694736769,credit,Paycheck,Checking
2020-01-13,Pizza Place,33.293388112819905,debit,Fast Food,Platinum Card
2020-01-13,Amazon,38.4682372758879,debit,Shopping,Platinum Card
2020-01-14,Shell,29.23021025394885,debit,Gas & Fuel,Silver Card
2020-01-15,Grocery Store,44.54261243955804,debit,Groceries,Silver Card
2020-01-15,Grocery Store,5.951822147916985,debit,Groceries,Silver Card
2020-01-15,American Tavern,61.49781368513091,debit,Restaurants,Silver Card
2020-01-16,Power Company,60.81396036833545,debit,Utilities,Checking
2020-01-16,City Water Charges,34.02589398613011,debit,Utilities,Checking
2020-01-16,Power Company,59.680870696877754,debit,Utilities,Checking
2020-01-16,City Water Charges,36.661658346160856,debit,Utilities,Checking
2020-01-18,Biweekly Paycheck,2022.5321998147808,credit,Paycheck,Checking
2020-01-18,State Farm,76.7536754540805,debit,Auto Insurance,Checking
2020-01-19,Biweekly Paycheck,2003.3583719060082,credit,Paycheck,Checking
2020-01-20,Amazon,51.47120880617582,debit,Shopping,Platinum Card
2020-01-21,Credit Card Payment,284.9066079651785,credit,Credit Card Payment,Silver Card
2020-01-22,Credit Card Payment,279.15838590248876,debit,Credit Card Payment,Checking
2020-01-22,Hardware Store,17.471118550226993,debit,Home Improvement,Silver Card
2020-01-22,Credit Card Payment,541.8166374295023,debit,Credit Card Payment,Checking
2020-01-22,Credit Card Payment,548.9889996327884,credit,Credit Card Payment,Platinum Card
2020-01-22,Credit Card Payment,309.6639676353098,credit,Credit Card Payment,Silver Card
2020-01-23,Credit Card Payment,311.3302760868614,debit,Credit Card Payment,Checking
2020-01-24,Starbucks,3.0129164131604327,debit,Coffee Shops,Platinum Card
2020-01-24,Grocery Store,19.968356513528832,debit,Groceries,Silver Card
2020-01-24,Amazon,4.263368243680367,debit,Shopping,Platinum Card
2020-01-24,Amazon,11.76941681828314,debit,Shopping,Platinum Card
2020-01-25,Internet Service Provider,76.84297226763596,debit,Internet,Checking
2020-01-25,Internet Service Provider,71.25343380733518,debit,Internet,Checking
2020-01-29,Shell,29.275913791067843,debit,Gas & Fuel,Silver Card
2020-01-29,Thai Restaurant,25.568148823994864,debit,Restaurants,Silver Card
2020-01-29,Brunch Restaurant,17.820979705105756,debit,Restaurants,Platinum Card
2020-01-31,Shell,31.754513921951183,debit,Gas & Fuel,Silver Card
2020-01-31,Credit Card Payment,1930.9505510637448,debit,Credit Card Payment,Checking
2020-02-01,Biweekly Paycheck,1995.3471745350998,credit,Paycheck,Checking
2020-02-01,Amazon,12.386341160105946,debit,Shopping,Platinum Card
2020-02-01,Roadside Diner,9.398755112140547,debit,Restaurants,Silver Card
2020-02-01,Grocery Store,27.224517368748145,debit,Groceries,Platinum Card
2020-02-01,Amazon,11.130755027924868,debit,Shopping,Platinum Card
2020-02-02,Mortgage Payment,1224.1066779355017,debit,Mortgage & Rent,Checking
2020-02-02,Biweekly Paycheck,1945.2440654809277,credit,Paycheck,Checking
2020-02-03,Japanese Restaurant,56.86881781809921,debit,Restaurants,Platinum Card
2020-02-04,Hardware Store,88.09524981304554,debit,Home Improvement,Silver Card
2020-02-04,Netflix,11.9260778353472,debit,Movies & DVDs,Platinum Card
2020-02-04,Netflix,11.708286213621394,debit,Television,Platinum Card
2020-02-05,Mortgage Payment,1120.978564682603,debit,Mortgage & Rent,Checking
2020-02-05,Credit Card Payment,142.18622287998528,credit,Credit Card Payment,Platinum Card
2020-02-06,Credit Card Payment,158.06368075452636,credit,Credit Card Payment,Silver Card
2020-02-07,Gas Company,64.67704004957461,debit,Utilities,Checking
2020-02-07,Gas Company,63.80761252459278,debit,Utilities,Checking
2020-02-07,Credit Card Payment,152.85732791220298,debit,Credit Card Payment,Checking
2020-02-08,Starbucks,3.1129891820917224,debit,Coffee Shops,Platinum Card
2020-02-08,Thai Restaurant,28.187980768976157,debit,Restaurants,Platinum Card
2020-02-09,Spotify,10.888225389651637,debit,Music,Platinum Card
2020-02-09,Barbershop,30.564374844917158,debit,Haircut,Platinum Card
2020-02-09,Spotify,10.486130964623143,debit,Music,Platinum Card
2020-02-10,Bojangles,10.54456713354265,debit,Fast Food,Platinum Card
2020-02-11,Credit Card Payment,134.53705380700225,debit,Credit Card Payment,Checking
2020-02-11,Fancy Restaurant,106.12279170136524,debit,Restaurants,Platinum Card
2020-02-11,Starbucks,3.050479323027636,debit,Coffee Shops,Platinum Card
2020-02-11,BP,23.116071942090116,debit,Gas & Fuel,Platinum Card
2020-02-12,Phone Company,86.73384737199305,debit,Mobile Phone,Checking
2020-02-12,Shell,35.84683513279712,debit,Gas & Fuel,Silver Card
2020-02-12,Grocery Store,30.860737846673604,debit,Groceries,Platinum Card
2020-02-12,Phone Company,65.27910809089153,debit,Mobile Phone,Checking
2020-02-13,Grocery Store,8.181092064289833,debit,Groceries,Platinum Card
2020-02-14,Brewing Company,13.643899996907583,debit,Alcohol & Bars,Silver Card
2020-02-15,Biweekly Paycheck,1976.1886485918128,credit,Paycheck,Checking
2020-02-15,Grocery Store,4.509961416745179,debit,Groceries,Platinum Card
2020-02-15,Credit Card Payment,209.32051445753535,debit,Credit Card Payment,Checking
2020-02-15,Credit Card Payment,214.0041822392839,credit,Credit Card Payment,Platinum Card
2020-02-15,Power Company,61.79159311416647,debit,Utilities,Checking
2020-02-15,Power Company,59.041266044983,debit,Utilities,Checking
2020-02-15,American Tavern,10.027102451270554,debit,Restaurants,Platinum Card
2020-02-16,American Tavern,32.80720054972635,debit,Restaurants,Platinum Card
2020-02-16,City Water Charges,35.744701950052004,debit,Utilities,Checking
2020-02-16,Brunch Restaurant,7.98988964866529,debit,Restaurants,Silver Card
2020-02-16,Brewing Company,8.344637041187127,debit,Alcohol & Bars,Platinum Card
2020-02-16,Amazon,37.670056255461404,debit,Shopping,Platinum Card
2020-02-16,Biweekly Paycheck,1968.1614607947772,credit,Paycheck,Checking
2020-02-19,Credit Card Payment,577.9853548607873,debit,Credit Card Payment,Checking
2020-02-19,City Water Charges,34.5612762365949,debit,Utilities,Checking
2020-02-20,Grocery Store,36.31740983186434,debit,Groceries,Silver Card
2020-02-20,Mexican Restaurant,22.56364060363952,debit,Restaurants,Silver Card
2020-02-20,Credit Card Payment,293.58412705672566,credit,Credit Card Payment,Silver Card
2020-02-20,Barbershop,30.53053272067133,debit,Haircut,Platinum Card
2020-02-20,State Farm,73.35316327163827,debit,Auto Insurance,Checking
2020-02-21,Starbucks,2.019106074892256,debit,Coffee Shops,Platinum Card
2020-02-21,Credit Card Payment,291.9608729287773,debit,Credit Card Payment,Checking
2020-02-21,Grocery Store,48.82034821331967,debit,Groceries,Silver Card
2020-02-22,Starbucks,4.016738017264713,debit,Coffee Shops,Silver Card
2020-02-25,BP,33.049430796302104,debit,Gas & Fuel,Silver Card
2020-02-25,Internet Service Provider,74.49554958052657,debit,Internet,Checking
2020-02-26,Gas Station,32.60614160940091,debit,Gas & Fuel,Silver Card
2020-02-26,Internet Service Provider,72.39984597700877,debit,Internet,Checking
2020-02-26,American Tavern,86.14514693107881,debit,Restaurants,Silver Card
2020-02-26,Credit Card Payment,154.2910542870911,credit,Credit Card Payment,Silver Card
2020-02-26,Credit Card Payment,764.4914418226408,credit,Credit Card Payment,Platinum Card
2020-02-26,Credit Card Payment,772.2338562616791,debit,Credit Card Payment,Checking
2020-02-27,Credit Card Payment,160.04042192305735,debit,Credit Card Payment,Checking
2020-02-27,Roadside Diner,25.762908157887036,debit,Restaurants,Silver Card
2020-02-28,Grocery Store,31.660587670164716,debit,Groceries,Silver Card
2020-03-01,Grocery Store,32.48418586472004,debit,Groceries,Silver Card
2020-03-01,Biweekly Paycheck,2072.9642046905324,credit,Paycheck,Checking
2020-03-01,Amazon,13.326473927803223,debit,Shopping,Platinum Card
2020-03-01,Amazon,13.15871860508563,debit,Shopping,Platinum Card
2020-03-02,Biweekly Paycheck,1957.6521306644254,credit,Paycheck,Checking
2020-03-02,Mortgage Payment,1231.8055153435514,debit,Mortgage & Rent,Checking
2020-03-03,Grocery Store,23.960198341571296,debit,Groceries,Silver Card
2020-03-04,BBQ Restaurant,41.96138762307829,debit,Restaurants,Platinum Card
